Name,Symbol,Side,Status,Filled,Total Qty,Price,Avg Price,Time-in-Force,Placed Time,Filled Time
NXT260220C00080000,NXT260220C00080000,Buy,Filled,1,1,@16.9000000000,16.9000000000,DAY,12/22/2025 12:43:55 EST,12/22/2025 12:44:13 EST
QQQ251223P00616000,QQQ251223P00616000,Buy,Filled,3,3,@0.6100000000,0.6100000000,DAY,12/22/2025 12:25:34 EST,12/22/2025 12:25:52 EST
ASTS260220C00110000,ASTS260220C00110000,Buy,Filled,2,2,@9.3000000000,9.3000000000,DAY,12/22/2025 12:16:19 EST,12/22/2025 12:16:19 EST
QQQ251223P00616000,QQQ251223P00616000,Sell,Filled,3,3,@0.5400000000,0.5400000000,DAY,12/22/2025 12:00:46 EST,12/22/2025 12:00:46 EST
SLV260116C00062000,SLV260116C00062000,Sell,Filled,2,2,@3.2000000000,3.2000000000,DAY,12/22/2025 11:42:46 EST,12/22/2025 11:42:46 EST
BABA260220C00145000,BABA260220C00145000,Sell,Filled,1,1,@11.8500000000,11.8500000000,DAY,12/22/2025 10:17:59 EST,12/22/2025 10:17:59 EST
QQQ251223P00616000,QQQ251223P00616000,Buy,Filled,3,3,@0.9800000000,0.9800000000,DAY,12/22/2025 09:48:10 EST,12/22/2025 09:48:10 EST
QQQ260102C00630000,QQQ260102C00630000,Sell,Filled,5,5,@1.9300000000,1.9300000000,DAY,12/22/2025 09:47:30 EST,12/22/2025 09:47:30 EST
GDX251226C00092000,GDX251226C00092000,Sell,Filled,7,7,@0.7700000000,0.7700000000,DAY,12/22/2025 09:40:04 EST,12/22/2025 09:40:04 EST
TSM260116P00260000,TSM260116P00260000,Sell,Filled,5,5,@1.7500000000,1.7500000000,DAY,12/19/2025 15:53:24 EST,12/19/2025 15:53:24 EST
BABA260220C00145000,BABA260220C00145000,Buy,Filled,1,1,@13.0000000000,13.0000000000,DAY,12/19/2025 12:54:08 EST,12/19/2025 12:54:08 EST
PALL260116C00170000,PALL260116C00170000,Buy,Filled,3,3,@3.3000000000,3.3000000000,DAY,12/19/2025 12:31:21 EST,12/19/2025 12:31:34 EST
GDX251226C00092000,GDX251226C00092000,Buy,Filled,15,15,@0.3800000000,0.3800000000,DAY,12/19/2025 12:26:07 EST,12/19/2025 12:26:07 EST
IBIT251219P00049000,IBIT251219P00049000,Sell,Filled,10,10,@0.0400000000,0.0400000000,DAY,12/19/2025 12:23:07 EST,12/19/2025 12:23:07 EST
SPY251219P00676000,SPY251219P00676000,Sell,Filled,2,2,@0.1300000000,0.1300000000,DAY,12/19/2025 12:23:01 EST,12/19/2025 12:31:50 EST
COIN260116P00240000,COIN260116P00240000,Sell,Filled,1,1,@12.4100000000,12.4100000000,DAY,12/19/2025 12:22:54 EST,12/19/2025 12:22:54 EST
QQQ260102C00630000,QQQ260102C00630000,Buy,Filled,5,5,@1.6300000000,1.6300000000,DAY,12/19/2025 12:18:32 EST,12/19/2025 12:18:33 EST
COIN260116P00240000,COIN260116P00240000,Sell,Filled,1,1,@12.0000000000,12.0000000000,DAY,12/19/2025 12:17:36 EST,12/19/2025 12:17:36 EST
HIMS260116P00034000,HIMS260116P00034000,Sell,Filled,5,5,@1.8000000000,1.8000000000,DAY,12/19/2025 11:18:05 EST,12/19/2025 11:18:05 EST
GDX260116C00091000,GDX260116C00091000,Buy,Filled,2,2,@2.6000000000,2.6000000000,DAY,12/19/2025 11:17:48 EST,12/19/2025 11:18:29 EST
COIN260116P00240000,COIN260116P00240000,Buy,Filled,2,2,@12.6500000000,12.6500000000,DAY,12/19/2025 10:46:45 EST,12/19/2025 10:46:45 EST
CRWV260116P00055000,CRWV260116P00055000,Sell,Filled,5,5,@0.7200000000,0.7200000000,DAY,12/19/2025 10:33:05 EST,12/19/2025 10:33:05 EST
COIN260116P00240000,COIN260116P00240000,Sell,Filled,2,2,@12.5700000000,12.5700000000,DAY,12/19/2025 10:33:00 EST,12/19/2025 10:33:00 EST
HIMS260116P00034000,HIMS260116P00034000,Buy,Filled,5,5,@2.1500000000,2.1500000000,DAY,12/19/2025 10:30:43 EST,12/19/2025 10:30:43 EST
SPY251219P00676000,SPY251219P00676000,Buy,Filled,2,2,@0.5200000000,0.5200000000,DAY,12/19/2025 10:13:49 EST,12/19/2025 10:14:09 EST
SPY251219C00683000,SPY251219C00683000,Sell,Filled,8,8,@0.1400000000,0.1400000000,DAY,12/19/2025 10:13:36 EST,12/19/2025 10:14:01 EST
COIN260116P00240000,COIN260116P00240000,Sell,Filled,1,1,@12.8000000000,12.8000000000,DAY,12/19/2025 10:10:04 EST,12/19/2025 10:10:12 EST
MU260116P00200000,MU260116P00200000,Sell,Filled,3,3,@1.1600000000,1.1600000000,DAY,12/19/2025 10:09:43 EST,12/19/2025 10:09:51 EST
SPY251219C00683000,SPY251219C00683000,Buy,Filled,8,8,@0.2400000000,0.2400000000,DAY,12/19/2025 10:00:42 EST,12/19/2025 10:00:42 EST
GDX260116C00091000,GDX260116C00091000,Buy,Filled,8,8,@2.3700000000,2.3700000000,DAY,12/19/2025 09:59:25 EST,12/19/2025 09:59:25 EST
COIN260116P00240000,COIN260116P00240000,Buy,Filled,2,2,@12.7000000000,12.7000000000,DAY,12/19/2025 09:49:34 EST,12/19/2025 09:49:43 EST
COIN260116P00240000,COIN260116P00240000,Sell,Filled,2,2,@11.7000000000,11.7000000000,DAY,12/19/2025 09:46:09 EST,12/19/2025 09:46:09 EST
CRWV260116P00055000,CRWV260116P00055000,Sell,Filled,5,5,@1.0100000000,1.0100000000,DAY,12/19/2025 09:44:07 EST,12/19/2025 09:44:16 EST
SPY251219P00670000,SPY251219P00670000,Sell,Filled,5,5,@0.2200000000,0.2200000000,DAY,12/19/2025 09:37:31 EST,12/19/2025 09:37:39 EST
IBIT251219P00049000,IBIT251219P00049000,Buy,Filled,10,10,@0.1500000000,0.1500000000,DAY,12/19/2025 09:37:23 EST,12/19/2025 09:37:23 EST
SPY251219P00670000,SPY251219P00670000,Buy,Filled,3,3,@0.5600000000,0.5600000000,DAY,12/18/2025 15:45:54 EST,12/18/2025 15:45:54 EST
SLV260116C00062000,SLV260116C00062000,Sell,Filled,8,8,@2.2200000000,2.2200000000,DAY,12/18/2025 15:40:20 EST,12/18/2025 15:40:20 EST
SPY251219P00670000,SPY251219P00670000,Sell,Filled,2,2,@0.9800000000,0.9800000000,DAY,12/18/2025 14:03:29 EST,12/18/2025 14:03:29 EST
SPY251219P00670000,SPY251219P00670000,Buy,Filled,4,4,@0.5000000000,0.5000000000,DAY,12/18/2025 13:42:35 EST,12/18/2025 13:42:35 EST
SLV260116C00062000,SLV260116C00062000,Buy,Filled,10,10,@2.1400000000,2.1400000000,DAY,12/18/2025 12:53:49 EST,12/18/2025 12:53:49 EST
QQQ251218P00610000,QQQ251218P00610000,Sell,Filled,1,1,@0.9400000000,0.9400000000,DAY,12/18/2025 12:41:45 EST,12/18/2025 12:41:45 EST
MU260116P00200000,MU260116P00200000,Buy,Filled,3,3,@1.8000000000,1.8000000000,DAY,12/18/2025 12:27:00 EST,12/18/2025 12:27:00 EST
QQQ251218P00610000,QQQ251218P00610000,Sell,Filled,1,1,@2.1100000000,2.1100000000,DAY,12/18/2025 12:22:19 EST,12/18/2025 12:22:19 EST
CRWV260116P00055000,CRWV260116P00055000,Buy,Filled,5,5,@1.8800000000,1.8800000000,DAY,12/18/2025 12:11:28 EST,12/18/2025 12:11:38 EST
QQQ251218P00610000,QQQ251218P00610000,Sell,Filled,1,1,@1.9700000000,1.9700000000,DAY,12/18/2025 12:10:27 EST,12/18/2025 12:10:27 EST
GLD260220C00410000,GLD260220C00410000,Sell,Filled,1,1,@9.8000000000,9.8000000000,DAY,12/18/2025 12:09:57 EST,12/18/2025 12:10:01 EST
QQQ251218P00610000,QQQ251218P00610000,Sell,Filled,1,1,@1.4300000000,1.4300000000,DAY,12/18/2025 12:07:50 EST,12/18/2025 12:07:50 EST
GLD260220C00410000,GLD260220C00410000,Sell,Filled,1,1,@10.8000000000,10.8000000000,DAY,12/18/2025 12:05:42 EST,12/18/2025 12:05:42 EST
GLD251219C00407000,GLD251219C00407000,Sell,Filled,5,5,@0.2100000000,0.2100000000,DAY,12/18/2025 12:05:23 EST,12/18/2025 12:05:34 EST
QQQ251231C00625000,QQQ251231C00625000,Sell,Filled,2,2,@2.2400000000,2.2400000000,DAY,12/18/2025 12:04:07 EST,12/18/2025 12:04:08 EST
QQQ251218P00610000,QQQ251218P00610000,Buy,Filled,4,4,@0.5700000000,0.5700000000,DAY,12/18/2025 12:00:57 EST,12/18/2025 12:01:08 EST
GLD251219C00407000,GLD251219C00407000,Sell,Cancelled,0,5,@0.400,,DAY,12/18/2025 11:30:36 EST,
GLD251219C00407000,GLD251219C00407000,Buy,Filled,5,5,@0.4700000000,0.4700000000,DAY,12/18/2025 11:14:18 EST,12/18/2025 11:14:18 EST
GLD260220C00410000,GLD260220C00410000,Buy,Filled,2,2,@10.8500000000,10.8500000000,DAY,12/18/2025 11:11:49 EST,12/18/2025 11:11:49 EST
CRWV260116P00055000,CRWV260116P00055000,Buy,Filled,5,5,@1.8300000000,1.8300000000,DAY,12/18/2025 11:11:06 EST,12/18/2025 11:11:07 EST
TSM260116P00260000,TSM260116P00260000,Buy,Filled,3,3,@2.9600000000,2.9600000000,DAY,12/18/2025 11:10:54 EST,12/18/2025 11:10:54 EST
COIN260116P00240000,COIN260116P00240000,Buy,Filled,2,2,@10.8000000000,10.8000000000,DAY,12/18/2025 11:10:45 EST,12/18/2025 11:10:45 EST
QQQ251231C00625000,QQQ251231C00625000,Sell,Filled,3,3,@2.4600000000,2.4600000000,DAY,12/18/2025 11:10:38 EST,12/18/2025 11:10:38 EST
COIN260116P00240000,COIN260116P00240000,Sell,Filled,1,1,@10.1000000000,10.1000000000,DAY,12/18/2025 11:06:58 EST,12/18/2025 11:07:07 EST
CRWV260116P00055000,CRWV260116P00055000,Sell,Filled,10,10,@1.7750000000,1.7750000000,DAY,12/18/2025 11:06:26 EST,12/18/2025 11:06:51 EST
COIN260116P00240000,COIN260116P00240000,Sell,Cancelled,0,1,@10.40,,DAY,12/18/2025 10:59:26 EST,
QQQ251231C00625000,QQQ251231C00625000,Buy,Filled,5,5,@2.2900000000,2.2900000000,DAY,12/18/2025 10:59:05 EST,12/18/2025 10:59:05 EST
TSM260116P00260000,TSM260116P00260000,Sell,Filled,3,3,@2.7600000000,2.7600000000,DAY,12/18/2025 10:39:46 EST,12/18/2025 10:39:49 EST
COIN260116P00240000,COIN260116P00240000,Sell,Filled,1,1,@10.0000000000,10.0000000000,DAY,12/18/2025 10:39:38 EST,12/18/2025 10:45:22 EST
SLV260116C00059500,SLV260116C00059500,Sell,Filled,5,5,@2.8900000000,2.8900000000,DAY,12/18/2025 09:42:25 EST,12/18/2025 09:42:27 EST
QQQ251218C00614000,QQQ251218C00614000,Sell,Filled,4,4,@0.4800000000,0.4800000000,DAY,12/18/2025 09:34:05 EST,12/18/2025 09:34:05 EST
AMD251226P00180000,AMD251226P00180000,Sell,Filled,6,6,@0.3000000000,0.3000000000,DAY,12/18/2025 09:31:27 EST,12/18/2025 09:31:27 EST
GLD251219C00405000,GLD251219C00405000,Sell,Filled,6,6,@0.2500000000,0.2500000000,DAY,12/18/2025 09:31:14 EST,12/18/2025 09:31:14 EST
SNDK251219P00190000,SNDK251219P00190000,Sell,Filled,1,1,@0.4000000000,0.4000000000,DAY,12/18/2025 09:31:09 EST,12/18/2025 09:31:09 EST
IREN251226P00035000,IREN251226P00035000,Sell,Filled,2,2,@1.4600000000,1.4600000000,DAY,12/18/2025 09:31:01 EST,12/18/2025 09:31:02 EST
IREN260116P00037000,IREN260116P00037000,Sell,Filled,2,2,@4.2000000000,4.2000000000,DAY,12/18/2025 09:30:56 EST,12/18/2025 09:30:57 EST
QQQ251218C00614000,QQQ251218C00614000,Buy,Filled,4,4,@0.5900000000,0.5900000000,DAY,12/18/2025 09:30:48 EST,12/18/2025 09:30:48 EST
SMH251219P00325000,SMH251219P00325000,Sell,Filled,1,1,@0.9000000000,0.9000000000,DAY,12/17/2025 15:36:37 EST,12/17/2025 15:36:44 EST
SNDK251219P00190000,SNDK251219P00190000,Buy,Filled,1,1,@2.0500000000,2.0500000000,DAY,12/17/2025 15:36:16 EST,12/17/2025 15:36:23 EST
GLD251219C00405000,GLD251219C00405000,Buy,Filled,6,6,@0.8500000000,0.8500000000,DAY,12/17/2025 15:21:51 EST,12/17/2025 15:21:51 EST
SMH251219P00325000,SMH251219P00325000,Sell,Filled,1,1,@0.9300000000,0.9300000000,DAY,12/17/2025 15:05:15 EST,12/17/2025 15:05:15 EST
SMH251219P00325000,SMH251219P00325000,Sell,Filled,3,3,@0.9200000000,0.9200000000,DAY,12/17/2025 15:04:40 EST,12/17/2025 15:04:40 EST
AMD251226P00180000,AMD251226P00180000,Buy,Filled,6,6,@0.9300000000,0.9300000000,DAY,12/17/2025 15:04:25 EST,12/17/2025 15:04:59 EST
ASML260220P00900000,ASML260220P00900000,Sell,Filled,1,1,@25.3600000000,25.3600000000,DAY,12/17/2025 14:50:24 EST,12/17/2025 14:50:24 EST
TSLA260116P00440000,TSLA260116P00440000,Sell,Filled,1,1,@13.4500000000,13.4500000000,DAY,12/17/2025 14:49:42 EST,12/17/2025 14:49:42 EST
QQQ251217P00609000,QQQ251217P00609000,Sell,Filled,1,1,@3.8900000000,3.8900000000,DAY,12/17/2025 11:06:49 EST,12/17/2025 11:06:49 EST
SMH251219P00325000,SMH251219P00325000,Buy,Filled,5,5,@0.7500000000,0.7500000000,DAY,12/17/2025 10:56:45 EST,12/17/2025 10:56:45 EST
QQQ251217P00609000,QQQ251217P00609000,Sell,Cancelled,0,1,@100.00,,DAY,12/17/2025 10:55:14 EST,
QQQ251217P00609000,QQQ251217P00609000,Sell,Cancelled,0,1,3.00,,DAY,12/17/2025 10:55:14 EST,
ASML260220P00900000,ASML260220P00900000,Buy,Filled,1,1,@22.5000000000,22.5000000000,DAY,12/17/2025 10:54:05 EST,12/17/2025 10:54:05 EST
CRWV260116P00055000,CRWV260116P00055000,Buy,Filled,5,5,@2.2000000000,2.2000000000,DAY,12/17/2025 10:38:57 EST,12/17/2025 10:38:57 EST
QQQ251217P00609000,QQQ251217P00609000,Sell,Filled,1,1,@1.6700000000,1.6700000000,DAY,12/17/2025 09:42:38 EST,12/17/2025 09:42:38 EST
QQQ251217P00609000,QQQ251217P00609000,Buy,Filled,2,2,@0.9200000000,0.9200000000,DAY,12/17/2025 09:35:45 EST,12/17/2025 09:35:45 EST
TSLA260116P00440000,TSLA260116P00440000,Buy,Filled,1,1,@10.7500000000,10.7500000000,DAY,12/16/2025 14:35:54 EST,12/16/2025 14:35:54 EST
GLD260116C00407000,GLD260116C00407000,Sell,Filled,3,3,@5.5000000000,5.5000000000,DAY,12/16/2025 11:16:11 EST,12/16/2025 11:16:21 EST
CRWV260116P00055000,CRWV260116P00055000,Buy,Filled,5,5,@1.8600000000,1.8600000000,DAY,12/16/2025 10:44:03 EST,12/16/2025 10:44:13 EST
TSM260116P00260000,TSM260116P00260000,Buy,Filled,5,5,@3.0640000000,3.0640000000,DAY,12/16/2025 10:22:37 EST,12/16/2025 10:22:57 EST
COIN260116P00240000,COIN260116P00240000,Buy,Filled,1,1,@10.2500000000,10.2500000000,DAY,12/16/2025 10:22:32 EST,12/16/2025 10:22:39 EST
COIN260116P00240000,COIN260116P00240000,Buy,Filled,1,1,@10.4500000000,10.4500000000,DAY,12/16/2025 10:15:58 EST,12/16/2025 10:15:58 EST
CRSR260220P00005000,CRSR260220P00005000,Sell,Filled,20,20,@0.2000000000,0.2000000000,DAY,12/16/2025 10:07:19 EST,12/16/2025 10:20:56 EST
COIN260116P00240000,COIN260116P00240000,Sell,Filled,1,1,@9.4500000000,9.4500000000,DAY,12/16/2025 09:59:21 EST,12/16/2025 09:59:22 EST
IREN260116P00037000,IREN260116P00037000,Sell,Filled,2,2,@5.2200000000,5.2200000000,DAY,12/16/2025 09:58:45 EST,12/16/2025 09:59:08 EST
IREN251226P00035000,IREN251226P00035000,Sell,Filled,1,1,@2.2600000000,2.2600000000,DAY,12/16/2025 09:58:39 EST,12/16/2025 09:59:02 EST
ARM260116P00100000,ARM260116P00100000,Sell,Filled,10,10,@0.7600000000,0.7600000000,DAY,12/16/2025 09:51:15 EST,12/16/2025 09:51:46 EST
ARM260116P00100000,ARM260116P00100000,Sell,Filled,20,20,@0.7700000000,0.7700000000,DAY,12/16/2025 09:49:19 EST,12/16/2025 09:49:19 EST
TSLA251219P00445000,TSLA251219P00445000,Sell,Filled,2,2,@1.7500000000,1.7500000000,DAY,12/16/2025 09:47:47 EST,12/16/2025 09:47:48 EST
QQQ251216C00614000,QQQ251216C00614000,Sell,Filled,5,5,@0.3600000000,0.3600000000,DAY,12/16/2025 09:46:50 EST,12/16/2025 09:46:55 EST
QQQ251216P00604000,QQQ251216P00604000,Buy,Filled,5,5,@1.0200000000,1.0200000000,DAY,12/16/2025 09:46:01 EST,12/16/2025 09:46:08 EST
KRE Vertical,,Sell,Cancelled,0,40,@0.000,0.0000000000,DAY,12/16/2025 09:44:34 EST,
,KRE260116P00051000,Sell,Cancelled,0,40,,0.000,DAY,12/16/2025 09:44:34 EST,
,KRE260116P00050000,Buy,Cancelled,0,40,,0.000,DAY,12/16/2025 09:44:34 EST,
COIN260116P00240000,COIN260116P00240000,Buy,Filled,1,1,@10.3500000000,10.3500000000,DAY,12/16/2025 09:41:28 EST,12/16/2025 09:41:28 EST
COIN251226P00255000,COIN251226P00255000,Sell,Filled,3,3,@8.6500000000,8.6500000000,DAY,12/16/2025 09:37:19 EST,12/16/2025 09:37:20 EST
TSLA251219P00445000,TSLA251219P00445000,Buy,Filled,2,2,@2.6000000000,2.6000000000,DAY,12/16/2025 09:33:34 EST,12/16/2025 09:33:36 EST
USO260130C00068000,USO260130C00068000,Sell,Filled,3,3,@2.3800000000,2.3800000000,DAY,12/16/2025 09:30:24 EST,12/16/2025 09:30:24 EST
QQQ251216P00607000,QQQ251216P00607000,Sell,Filled,2,2,@1.1700000000,1.1700000000,DAY,12/15/2025 15:58:39 EST,12/15/2025 15:58:40 EST
QQQ251216C00614000,QQQ251216C00614000,Buy,Filled,1,1,@0.9800000000,0.9800000000,DAY,12/15/2025 15:58:32 EST,12/15/2025 15:58:33 EST
QQQ251226P00607000,QQQ251226P00607000,Sell,Filled,2,2,@5.8800000000,5.8800000000,DAY,12/15/2025 15:45:13 EST,12/15/2025 15:45:20 EST
ARM260116P00100000,ARM260116P00100000,Buy,Filled,30,30,@0.7500000000,0.7500000000,DAY,12/15/2025 15:44:32 EST,12/15/2025 15:44:32 EST
QQQ251216P00607000,QQQ251216P00607000,Buy,Filled,2,2,@1.0500000000,1.0500000000,DAY,12/15/2025 15:36:18 EST,12/15/2025 15:36:18 EST
QQQ251216C00614000,QQQ251216C00614000,Buy,Filled,4,4,@1.2100000000,1.2100000000,DAY,12/15/2025 15:36:05 EST,12/15/2025 15:36:39 EST
QQQ251215P00608000,QQQ251215P00608000,Sell,Filled,10,10,@0.0700000000,0.0700000000,DAY,12/15/2025 14:15:58 EST,12/15/2025 14:15:58 EST
QQQ251216C00616000,QQQ251216C00616000,Sell,Filled,2,2,@0.9100000000,0.9100000000,DAY,12/15/2025 14:15:44 EST,12/15/2025 14:15:45 EST
QQQ251216C00616000,QQQ251216C00616000,Buy,Filled,2,2,@1.1100000000,1.1100000000,DAY,12/15/2025 13:59:45 EST,12/15/2025 13:59:45 EST
CRSR260220P00005000,CRSR260220P00005000,Buy,Filled,20,20,@0.2100000000,0.2100000000,DAY,12/15/2025 12:58:10 EST,12/15/2025 12:58:30 EST
