Name,Symbol,Side,Status,Filled,Total Qty,Price,Avg Price,Time-in-Force,Placed Time,Filled Time
ARM260116P00115000,ARM260116P00115000,Buy,Filled,2,2,@3.15,3.15,DAY,12/15/2025 00:00:00 EST,12/15/2025 00:00:00 EST
ARM260116P00115000,ARM260116P00115000,Buy,Filled,3,3,@3.18,3.18,DAY,12/15/2025 00:00:00 EST,12/15/2025 00:00:00 EST
MP260116P00044000,MP260116P00044000,Buy,Filled,1E+1,1E+1,@0.5,0.5,DAY,12/15/2025 00:00:00 EST,12/15/2025 00:00:00 EST
QS260116P00011000,QS260116P00011000,Buy,Filled,12,12,@1.06,1.06,DAY,12/15/2025 00:00:00 EST,12/15/2025 00:00:00 EST
AMD260116P00175000,AMD260116P00175000,Buy,Filled,1E+1,1E+1,@2.1,2.1,DAY,12/12/2025 00:00:00 EST,12/12/2025 00:00:00 EST
GME260417C00022000,GME260417C00022000,Sell,Filled,5,5,@2.41,2.41,DAY,12/12/2025 00:00:00 EST,12/12/2025 00:00:00 EST
SLV260116C00060000,SLV260116C00060000,Sell,Filled,15,15,@1.74,1.74,DAY,12/12/2025 00:00:00 EST,12/12/2025 00:00:00 EST
NFLX251219C00096000,NFLX251219C00096000,Sell,Filled,2,2,@1.53,1.53,DAY,12/12/2025 00:00:00 EST,12/12/2025 00:00:00 EST
NFLX251219C00096000,NFLX251219C00096000,Sell,Filled,8,8,@1.94,1.94,DAY,12/12/2025 00:00:00 EST,12/12/2025 00:00:00 EST
NFLX251219C00096000,NFLX251219C00096000,Buy,Filled,1E+1,1E+1,@1.15,1.15,DAY,12/11/2025 00:00:00 EST,12/11/2025 00:00:00 EST
MU260320P00195000,MU260320P00195000,Sell,Filled,2,2,@8.85,8.85,DAY,12/11/2025 00:00:00 EST,12/11/2025 00:00:00 EST
GDX260220C00095000,GDX260220C00095000,Buy,Filled,7,7,@3.04,3.04,DAY,12/11/2025 00:00:00 EST,12/11/2025 00:00:00 EST
FCX260116C00047000,FCX260116C00047000,Buy,Filled,5,5,@2.67,2.67,DAY,12/11/2025 00:00:00 EST,12/11/2025 00:00:00 EST
AMD251219P00200000,AMD251219P00200000,Buy,Filled,3,3,@2.88,2.88,DAY,12/11/2025 00:00:00 EST,12/11/2025 00:00:00 EST
SLV260116C00060000,SLV260116C00060000,Buy,Filled,15,15,@2.01,2.01,DAY,12/11/2025 00:00:00 EST,12/11/2025 00:00:00 EST
HLT260116P00250000,HLT260116P00250000,Sell,Filled,5,5,@1.45,1.45,DAY,12/08/2025 00:00:00 EST,12/08/2025 00:00:00 EST
GTLB260116P00032500,GTLB260116P00032500,Sell,Filled,1E+1,1E+1,@0.45,0.45,DAY,12/08/2025 00:00:00 EST,12/08/2025 00:00:00 EST
GLD260220C00380000,GLD260220C00380000,Sell,Filled,1,1,@16.92,16.92,DAY,12/08/2025 00:00:00 EST,12/08/2025 00:00:00 EST
SLV260116C00055000,SLV260116C00055000,Sell,Filled,2E+1,2E+1,@1.8275,1.8275,DAY,12/08/2025 00:00:00 EST,12/08/2025 00:00:00 EST
IE260717C00015000,IE260717C00015000,Buy,Filled,2,2,@4.8,4.8,DAY,12/05/2025 00:00:00 EST,12/05/2025 00:00:00 EST
STLA260116C00012000,STLA260116C00012000,Sell,Filled,15,15,@0.76,0.76,DAY,12/05/2025 00:00:00 EST,12/05/2025 00:00:00 EST
SLV251219C00055500,SLV251219C00055500,Sell,Filled,15,15,@0.83,0.83,DAY,12/05/2025 00:00:00 EST,12/05/2025 00:00:00 EST
STLA260116C00012000,STLA260116C00012000,Buy,Filled,15,15,@0.7793,0.7793,DAY,12/05/2025 00:00:00 EST,12/05/2025 00:00:00 EST
SLV251219C00055500,SLV251219C00055500,Buy,Filled,15,15,@1.1,1.1,DAY,12/05/2025 00:00:00 EST,12/05/2025 00:00:00 EST
SNDK260220P00155000,SNDK260220P00155000,Sell,Filled,2,2,@10.99,10.99,DAY,12/05/2025 00:00:00 EST,12/05/2025 00:00:00 EST
HLT260116P00250000,HLT260116P00250000,Buy,Filled,5,5,@1.5,1.5,DAY,12/04/2025 00:00:00 EST,12/04/2025 00:00:00 EST
BABA260116C00160000,BABA260116C00160000,Sell,Filled,2,2,@7.98,7.98,DAY,12/03/2025 00:00:00 EST,12/03/2025 00:00:00 EST
GTLB260116P00032500,GTLB260116P00032500,Buy,Filled,1E+1,1E+1,@1.18,1.18,DAY,12/03/2025 00:00:00 EST,12/03/2025 00:00:00 EST
AMD251219P00200000,AMD251219P00200000,Buy,Filled,2,2,@4.06,4.06,DAY,12/02/2025 00:00:00 EST,12/02/2025 00:00:00 EST
SLV251219C00055000,SLV251219C00055000,Sell,Filled,5,5,@1.19,1.19,DAY,12/02/2025 00:00:00 EST,12/02/2025 00:00:00 EST
MSTR260116P00138000,MSTR260116P00138000,Sell,Filled,2,2,@5.54,5.54,DAY,12/02/2025 00:00:00 EST,12/02/2025 00:00:00 EST
SNDK260220P00155000,SNDK260220P00155000,Buy,Filled,1,1,@12.97,12.97,DAY,12/01/2025 00:00:00 EST,12/01/2025 00:00:00 EST
SNDK260220P00155000,SNDK260220P00155000,Sell,Filled,1,1,@13,13,DAY,12/01/2025 00:00:00 EST,12/01/2025 00:00:00 EST
SLV251219C00048000,SLV251219C00048000,Sell,Filled,3,3,@5.57,5.57,DAY,12/01/2025 00:00:00 EST,12/01/2025 00:00:00 EST
SNDK260220P00155000,SNDK260220P00155000,Buy,Filled,1,1,@12.85,12.85,DAY,12/01/2025 00:00:00 EST,12/01/2025 00:00:00 EST
GME260417C00022000,GME260417C00022000,Sell,Filled,5,5,@4,4,DAY,12/01/2025 00:00:00 EST,12/01/2025 00:00:00 EST
MSTR260116P00138000,MSTR260116P00138000,Buy,Filled,2,2,@11.5,11.5,DAY,12/01/2025 00:00:00 EST,12/01/2025 00:00:00 EST
CRM260320P00220000,CRM260320P00220000,Sell,Filled,1,1,@13.35,13.35,DAY,12/01/2025 00:00:00 EST,12/01/2025 00:00:00 EST
SLV251219C00048000,SLV251219C00048000,Sell,Filled,2,2,@4.65,4.65,DAY,12/01/2025 00:00:00 EST,12/01/2025 00:00:00 EST
SNDK260220P00155000,SNDK260220P00155000,Buy,Filled,1,1,@13.58,13.58,DAY,12/01/2025 00:00:00 EST,12/01/2025 00:00:00 EST
GME260417C00022000,GME260417C00022000,Buy,Filled,1E+1,1E+1,@3.78,3.78,DAY,11/28/2025 00:00:00 EST,11/28/2025 00:00:00 EST
SLV251219C00055000,SLV251219C00055000,Sell,Filled,15,15,@0.78,0.78,DAY,11/28/2025 00:00:00 EST,11/28/2025 00:00:00 EST
SLV251219C00055000,SLV251219C00055000,Buy,Filled,2E+1,2E+1,@0.89,0.89,DAY,11/28/2025 00:00:00 EST,11/28/2025 00:00:00 EST
OKLO260918P00155000,OKLO260918P00155000,Sell,Filled,1,1,@79.98,79.98,DAY,11/26/2025 00:00:00 EST,11/26/2025 00:00:00 EST
BMNR251226P00025000,BMNR251226P00025000,Sell,Filled,8,8,@1.32,1.32,DAY,11/26/2025 00:00:00 EST,11/26/2025 00:00:00 EST
GLD260220C00380000,GLD260220C00380000,Sell,Filled,1,1,@18.29,18.29,DAY,11/26/2025 00:00:00 EST,11/26/2025 00:00:00 EST
SLV260116C00055000,SLV260116C00055000,Buy,Filled,2E+1,2E+1,@0.9,0.9,DAY,11/26/2025 00:00:00 EST,11/26/2025 00:00:00 EST
AMD251219P00170000,AMD251219P00170000,Buy,Filled,1E+1,1E+1,@3.36,3.36,DAY,11/25/2025 00:00:00 EST,11/25/2025 00:00:00 EST
BMNR251226P00025000,BMNR251226P00025000,Buy,Filled,8,8,@1.8,1.8,DAY,11/25/2025 00:00:00 EST,11/25/2025 00:00:00 EST
QQQ251125C00603000,QQQ251125C00603000,Buy,Filled,1,1,@3.89,3.89,DAY,11/24/2025 00:00:00 EST,11/24/2025 00:00:00 EST
BABA260116C00160000,BABA260116C00160000,Buy,Filled,2,2,@11.87,11.87,DAY,11/24/2025 00:00:00 EST,11/24/2025 00:00:00 EST
SLV251219C00048000,SLV251219C00048000,Buy,Filled,5,5,@0.95,0.95,DAY,11/24/2025 00:00:00 EST,11/24/2025 00:00:00 EST
GLD260220C00380000,GLD260220C00380000,Buy,Filled,2,2,@14.23,14.23,DAY,11/24/2025 00:00:00 EST,11/24/2025 00:00:00 EST
QQQ251124C00590000,QQQ251124C00590000,Sell,Filled,1,1,@9.12,9.12,DAY,11/24/2025 00:00:00 EST,11/24/2025 00:00:00 EST
WMT251121P00095000,WMT251121P00095000,Buy,Filled,5,5,@0,0,DAY,11/24/2025 00:00:00 EST,11/24/2025 00:00:00 EST
QQQ251124C00590000,QQQ251124C00590000,Buy,Filled,1,1,@4.54,4.54,DAY,11/21/2025 00:00:00 EST,11/21/2025 00:00:00 EST
MSTR260320P00140000,MSTR260320P00140000,Buy,Filled,1,1,@17.95,17.95,DAY,11/21/2025 00:00:00 EST,11/21/2025 00:00:00 EST
MU260320P00195000,MU260320P00195000,Buy,Filled,2,2,@25.98,25.98,DAY,11/21/2025 00:00:00 EST,11/21/2025 00:00:00 EST
AMD251219P00200000,AMD251219P00200000,Sell,Filled,2,2,@11.4,11.4,DAY,11/21/2025 00:00:00 EST,11/21/2025 00:00:00 EST
QQQ251121C00581000,QQQ251121C00581000,Sell,Filled,1,1,@10.55,10.55,DAY,11/21/2025 00:00:00 EST,11/21/2025 00:00:00 EST
MU251219P00190000,MU251219P00190000,Sell,Filled,6,6,@10.8833,10.8833,DAY,11/21/2025 00:00:00 EST,11/21/2025 00:00:00 EST
MSTR260320P00200000,MSTR260320P00200000,Sell,Filled,1,1,@49.25,49.25,DAY,11/21/2025 00:00:00 EST,11/21/2025 00:00:00 EST
COIN251121P00230000,COIN251121P00230000,Sell,Filled,3,3,@1.02,1.02,DAY,11/21/2025 00:00:00 EST,11/21/2025 00:00:00 EST
QQQ251121P00581000,QQQ251121P00581000,Sell,Filled,2,2,@2.64,2.64,DAY,11/21/2025 00:00:00 EST,11/21/2025 00:00:00 EST
QQQ251121C00600000,QQQ251121C00600000,Sell,Filled,8,8,@0.1,0.1,DAY,11/21/2025 00:00:00 EST,11/21/2025 00:00:00 EST
QQQ251121C00581000,QQQ251121C00581000,Buy,Filled,1,1,@3.87,3.87,DAY,11/21/2025 00:00:00 EST,11/21/2025 00:00:00 EST
BE251219P00075000,BE251219P00075000,Buy,Filled,2,2,@7.56,7.56,DAY,11/21/2025 00:00:00 EST,11/21/2025 00:00:00 EST
COIN251219P00210000,COIN251219P00210000,Sell,Filled,2,2,@7.25,7.25,DAY,11/21/2025 00:00:00 EST,11/21/2025 00:00:00 EST
INTC251219P00033000,INTC251219P00033000,Sell,Filled,8,8,@1.74,1.74,DAY,11/21/2025 00:00:00 EST,11/21/2025 00:00:00 EST
AMD251219P00170000,AMD251219P00170000,Buy,Filled,1,1,@4.05,4.05,DAY,11/21/2025 00:00:00 EST,11/21/2025 00:00:00 EST
AMD251219P00200000,AMD251219P00200000,Buy,Filled,2,2,@13.11,13.11,DAY,11/21/2025 00:00:00 EST,11/21/2025 00:00:00 EST
MU251121P00200000,MU251121P00200000,Sell,Filled,3,3,@1.94,1.94,DAY,11/21/2025 00:00:00 EST,11/21/2025 00:00:00 EST
QQQ251121P00581000,QQQ251121P00581000,Buy,Filled,2,2,@2.74,2.74,DAY,11/20/2025 00:00:00 EST,11/20/2025 00:00:00 EST
QQQ251121C00600000,QQQ251121C00600000,Buy,Filled,8,8,@1.37,1.37,DAY,11/20/2025 00:00:00 EST,11/20/2025 00:00:00 EST
MU251219P00190000,MU251219P00190000,Sell,Filled,3,3,@11.9,11.9,DAY,11/20/2025 00:00:00 EST,11/20/2025 00:00:00 EST
COIN251219P00210000,COIN251219P00210000,Sell,Filled,2,2,@8.2,8.2,DAY,11/20/2025 00:00:00 EST,11/20/2025 00:00:00 EST
COIN251219P00210000,COIN251219P00210000,Buy,Filled,4,4,@7.87,7.87,DAY,11/20/2025 00:00:00 EST,11/20/2025 00:00:00 EST
COIN251121P00230000,COIN251121P00230000,Buy,Filled,3,3,@2.02,2.02,DAY,11/20/2025 00:00:00 EST,11/20/2025 00:00:00 EST
MU251121P00200000,MU251121P00200000,Sell,Filled,2,2,@2.98,2.98,DAY,11/20/2025 00:00:00 EST,11/20/2025 00:00:00 EST
CRWV260320P00075000,CRWV260320P00075000,Sell,Filled,1,1,@13.42,13.42,DAY,11/20/2025 00:00:00 EST,11/20/2025 00:00:00 EST
MSTR260320P00200000,MSTR260320P00200000,Sell,Filled,1,1,@38.15,38.15,DAY,11/20/2025 00:00:00 EST,11/20/2025 00:00:00 EST
INTC251219P00033000,INTC251219P00033000,Buy,Filled,8,8,@1.4,1.4,DAY,11/19/2025 00:00:00 EST,11/19/2025 00:00:00 EST
MSTR260320P00160000,MSTR260320P00160000,Sell,Filled,1,1,@23.43,23.43,DAY,11/19/2025 00:00:00 EST,11/19/2025 00:00:00 EST
CRM260320P00220000,CRM260320P00220000,Sell,Filled,1,1,@17.05,17.05,DAY,11/19/2025 00:00:00 EST,11/19/2025 00:00:00 EST
WMT251121P00095000,WMT251121P00095000,Buy,Filled,5,5,@0.7,0.7,DAY,11/19/2025 00:00:00 EST,11/19/2025 00:00:00 EST
MU251121P00200000,MU251121P00200000,Buy,Filled,5,5,@1.2,1.2,DAY,11/19/2025 00:00:00 EST,11/19/2025 00:00:00 EST
MSTR260320P00160000,MSTR260320P00160000,Buy,Filled,1,1,@19.6,19.6,DAY,11/19/2025 00:00:00 EST,11/19/2025 00:00:00 EST
MU251219P00190000,MU251219P00190000,Buy,Filled,5,5,@5.6,5.6,DAY,11/18/2025 00:00:00 EST,11/18/2025 00:00:00 EST
MU251219P00190000,MU251219P00190000,Sell,Filled,5,5,@5.4,5.4,DAY,11/18/2025 00:00:00 EST,11/18/2025 00:00:00 EST
SNDK251121P00205000,SNDK251121P00205000,Sell,Filled,2,2,@3.09,3.09,DAY,11/18/2025 00:00:00 EST,11/18/2025 00:00:00 EST
TSLA251121P00390000,TSLA251121P00390000,Sell,Filled,1,1,@5.35,5.35,DAY,11/18/2025 00:00:00 EST,11/18/2025 00:00:00 EST
TSLA251121P00390000,TSLA251121P00390000,Sell,Filled,1,1,@7.35,7.35,DAY,11/18/2025 00:00:00 EST,11/18/2025 00:00:00 EST
SNDK251121P00205000,SNDK251121P00205000,Buy,Filled,1,1,@3.33,3.33,DAY,11/18/2025 00:00:00 EST,11/18/2025 00:00:00 EST
CRM260320P00220000,CRM260320P00220000,Buy,Filled,2,2,@14.79,14.79,DAY,11/18/2025 00:00:00 EST,11/18/2025 00:00:00 EST
MSTR260320P00200000,MSTR260320P00200000,Sell,Filled,1,1,@33.48,33.48,DAY,11/18/2025 00:00:00 EST,11/18/2025 00:00:00 EST
MSTR260320P00190000,MSTR260320P00190000,Sell,Filled,1,1,@30.24,30.24,DAY,11/18/2025 00:00:00 EST,11/18/2025 00:00:00 EST
CRWV260320P00075000,CRWV260320P00075000,Sell,Filled,1,1,@15.84,15.84,DAY,11/18/2025 00:00:00 EST,11/18/2025 00:00:00 EST
OWL260220P00015000,OWL260220P00015000,Sell,Filled,13,13,@2.15,2.15,DAY,11/18/2025 00:00:00 EST,11/18/2025 00:00:00 EST
MSTR260320P00190000,MSTR260320P00190000,Buy,Filled,1,1,@32.21,32.21,DAY,11/17/2025 00:00:00 EST,11/17/2025 00:00:00 EST
MSTR251219C00200000,MSTR251219C00200000,Sell,Filled,1,1,@15.75,15.75,DAY,11/17/2025 00:00:00 EST,11/17/2025 00:00:00 EST
MU251219P00190000,MU251219P00190000,Buy,Filled,3,3,@4.02,4.02,DAY,11/17/2025 00:00:00 EST,11/17/2025 00:00:00 EST
GTLB251114C00050000,GTLB251114C00050000,Buy,Filled,4E+1,4E+1,@0,0,DAY,11/17/2025 00:00:00 EST,11/17/2025 00:00:00 EST
TSLA251121P00390000,TSLA251121P00390000,Buy,Filled,2,2,@5.82,5.82,DAY,11/14/2025 00:00:00 EST,11/14/2025 00:00:00 EST
NIO251121P00006500,NIO251121P00006500,Sell,Filled,24,24,@0.4,0.4,DAY,11/14/2025 00:00:00 EST,11/14/2025 00:00:00 EST
TSLA251121P00375000,TSLA251121P00375000,Sell,Filled,2,2,@6,6,DAY,11/14/2025 00:00:00 EST,11/14/2025 00:00:00 EST
MSTR251219C00200000,MSTR251219C00200000,Buy,Filled,1,1,@21.2,21.2,DAY,11/14/2025 00:00:00 EST,11/14/2025 00:00:00 EST
TSLA251121P00375000,TSLA251121P00375000,Sell,Filled,1,1,@6.87,6.87,DAY,11/14/2025 00:00:00 EST,11/14/2025 00:00:00 EST
CVNA260116P00260000,CVNA260116P00260000,Sell,Filled,1,1,@14,14,DAY,11/14/2025 00:00:00 EST,11/14/2025 00:00:00 EST
PLTR260116P00175000,PLTR260116P00175000,Sell,Filled,2,2,@18.38,18.38,DAY,11/14/2025 00:00:00 EST,11/14/2025 00:00:00 EST
COIN251114P00287500,COIN251114P00287500,Sell,Filled,1,1,@13.4,13.4,DAY,11/14/2025 00:00:00 EST,11/14/2025 00:00:00 EST
CRWV260320P00075000,CRWV260320P00075000,Buy,Filled,2,2,@14.35,14.35,DAY,11/13/2025 00:00:00 EST,11/13/2025 00:00:00 EST
SNDK251121P00205000,SNDK251121P00205000,Buy,Filled,1,1,@5.4,5.4,DAY,11/13/2025 00:00:00 EST,11/13/2025 00:00:00 EST
NIO251121P00006500,NIO251121P00006500,Sell,Filled,24,24,@0.45,0.45,DAY,11/13/2025 00:00:00 EST,11/13/2025 00:00:00 EST
TSLA251121P00375000,TSLA251121P00375000,Buy,Filled,3,3,@3.21,3.21,DAY,11/13/2025 00:00:00 EST,11/13/2025 00:00:00 EST
MSTR260320P00200000,MSTR260320P00200000,Buy,Filled,1,1,@21.78,21.78,DAY,11/11/2025 00:00:00 EST,11/11/2025 00:00:00 EST
MSTR260320P00200000,MSTR260320P00200000,Buy,Filled,2,2,@21.85,21.85,DAY,11/11/2025 00:00:00 EST,11/11/2025 00:00:00 EST
NIO251121P00006500,NIO251121P00006500,Buy,Filled,48,48,@0.22,0.22,DAY,11/11/2025 00:00:00 EST,11/11/2025 00:00:00 EST
GTLB251114C00050000,GTLB251114C00050000,Buy,Filled,4E+1,4E+1,@0.2825,0.2825,DAY,11/10/2025 00:00:00 EST,11/10/2025 00:00:00 EST
