Name,Symbol,InstrumentType,Side,Action,PositionIntent,Status,Filled,Total Qty,Price,Avg Price,Time-in-Force,Placed Time,Filled Time
IREN,IREN,EQUITY,BUY,BUY,,FILLED,100.0,100.0,@48.33,48.32,DAY,2026-04-22T19:50:51.520Z,2026-04-22T19:50:51.562Z
ASTX,ASTX,EQUITY,SELL,SELL,,FILLED,150.0,150.0,@35.64,35.64,DAY,2026-04-22T19:50:42.270Z,2026-04-22T19:50:42.321Z
CAR260424P00285000,CAR260424P00285000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@4.1,4.1,DAY,2026-04-22T19:41:42.070Z,2026-04-22T19:41:43.178Z
CAR260424P00350000,CAR260424P00350000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@12.4,12.4,DAY,2026-04-22T19:40:50.397Z,2026-04-22T19:41:03.741Z
TSLA260515C00410000,TSLA260515C00410000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@10.7,10.65,DAY,2026-04-22T18:57:47.489Z,2026-04-22T18:57:47.522Z
COIN260424C00215000,COIN260424C00215000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@1.78,1.78,DAY,2026-04-22T18:25:28.129Z,2026-04-22T18:25:28.164Z
MU260618C00600000,MU260618C00600000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@23.2,23.31,DAY,2026-04-22T17:33:46.394Z,2026-04-22T17:33:46.530Z
COIN260424C00215000,COIN260424C00215000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@2.18,2.18,DAY,2026-04-22T16:50:05.038Z,2026-04-22T16:50:05.084Z
IREN260515C00060000,IREN260515C00060000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,5.0,5.0,@2.09,2.09,DAY,2026-04-22T15:29:54.750Z,2026-04-22T15:29:54.785Z
MU260618C00600000,MU260618C00600000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@20.0,20.19,DAY,2026-04-22T14:31:21.496Z,2026-04-22T14:31:21.716Z
MU260618C00600000,MU260618C00600000,OPTION,SELL,SELL,,CANCELLED,0.0,1.0,,,GTC,2026-04-22T14:27:57.702Z,
MU260618C00600000,MU260618C00600000,OPTION,SELL,SELL,,CANCELLED,0.0,1.0,@200.0,,GTC,2026-04-22T14:27:57.702Z,
MU260618C00600000,MU260618C00600000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@21.25,21.25,DAY,2026-04-22T14:27:29.893Z,2026-04-22T14:27:29.926Z
VET,VET,EQUITY,SELL,SELL,,FILLED,500.0,500.0,@12.14,12.14,DAY,2026-04-22T14:22:51.335Z,2026-04-22T14:23:01.459Z
MU260618C00600000,MU260618C00600000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@18.8,18.8,DAY,2026-04-22T14:21:49.603Z,2026-04-22T14:21:49.685Z
IREN260515C00060000,IREN260515C00060000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,5.0,5.0,@2.03,2.01,DAY,2026-04-22T14:19:27.449Z,2026-04-22T14:19:27.538Z
UAL260515P00085000,UAL260515P00085000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,5.0,5.0,@1.96,1.96,DAY,2026-04-22T13:47:06.978Z,2026-04-22T13:47:07.019Z
POET260501C00020000,POET260501C00020000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,20.0,20.0,@0.22,0.22,DAY,2026-04-22T13:46:23.350Z,2026-04-22T13:46:57.279Z
FCEL260501C00016000,FCEL260501C00016000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,10.0,10.0,@0.25,0.25,DAY,2026-04-22T13:44:06.829Z,2026-04-22T13:44:36.295Z
FCEL260501C00016000,FCEL260501C00016000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,10.0,10.0,@0.25,0.25,DAY,2026-04-22T13:39:41.961Z,2026-04-22T13:39:49.036Z
QQQ260422C00649000,QQQ260422C00649000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,,1.99,DAY,2026-04-22T13:34:17.716Z,2026-04-22T13:34:17.862Z
ASTX,ASTX,EQUITY,BUY,BUY,,FILLED,150.0,150.0,@37.11,37.11,DAY,2026-04-22T13:33:17.955Z,2026-04-22T13:33:27.520Z
IREN,IREN,EQUITY,BUY,BUY,,FILLED,100.0,100.0,@47.5,47.5,DAY,2026-04-22T13:31:51.097Z,2026-04-22T13:31:59.312Z
ASTX,ASTX,EQUITY,BUY,BUY,,FILLED,150.0,150.0,@35.92,35.92,DAY,2026-04-22T13:31:33.852Z,2026-04-22T13:32:02.890Z
COIN260515P00185000,COIN260515P00185000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,2.0,2.0,@7.7,8.17,DAY,2026-04-22T13:31:09.109Z,2026-04-22T13:32:08.120Z
BCAR,BCAR,EQUITY,SELL,SELL,,FILLED,800.0,800.0,,10.27,DAY,2026-04-22T13:30:49.639Z,2026-04-22T13:30:49.688Z
GSAT,GSAT,EQUITY,SELL,SELL,,FILLED,100.0,100.0,,80.37,DAY,2026-04-22T13:30:34.877Z,2026-04-22T13:30:34.914Z
QQQ260422C00649000,QQQ260422C00649000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@2.32,2.45,DAY,2026-04-22T13:30:28.667Z,2026-04-22T13:30:28.808Z
MU260515P00340000,MU260515P00340000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,7.0,7.0,,2.3,DAY,2026-04-22T13:30:11.019Z,2026-04-22T13:30:11.162Z
VET,VET,EQUITY,SELL,SELL,,CANCELLED,0.0,500.0,,,DAY,2026-04-22T12:34:01.931Z,
GSAT,GSAT,EQUITY,SELL,SELL,,CANCELLED,0.0,100.0,@80.72,,DAY,2026-04-22T12:25:38.109Z,
GSAT,GSAT,EQUITY,SELL,SELL,,CANCELLED,0.0,100.0,@80.74,,DAY,2026-04-22T12:25:20.069Z,
GSAT,GSAT,EQUITY,BUY,BUY,,FILLED,100.0,100.0,@80.65,80.64,DAY,2026-04-22T00:21:13.593Z,2026-04-22T00:21:13.628Z
QQQ260422C00649000,QQQ260422C00649000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,2.0,2.0,@1.21,1.21,DAY,2026-04-21T19:57:43.823Z,2026-04-21T19:57:45.574Z
QQQ260422P00638000,QQQ260422P00638000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@1.53,1.53,DAY,2026-04-21T19:56:55.163Z,2026-04-21T19:56:55.307Z
QQQ260422P00638000,QQQ260422P00638000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@2.01,1.86,DAY,2026-04-21T19:44:53.010Z,2026-04-21T19:44:53.055Z
UAL260515P00085000,UAL260515P00085000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,3.0,3.0,@1.65,1.65,DAY,2026-04-21T17:22:48.840Z,2026-04-21T17:22:48.873Z
UAL260618P00085000,UAL260618P00085000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@3.4,3.4,DAY,2026-04-21T17:22:35.874Z,2026-04-21T17:22:35.944Z
WLAC,WLAC,EQUITY,SELL,SELL,,FILLED,600.0,600.0,@13.71,13.71,DAY,2026-04-21T16:50:25.106Z,2026-04-21T16:50:45.732Z
COIN260515P00185000,COIN260515P00185000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@9.05,9.26,DAY,2026-04-21T16:08:57.049Z,2026-04-21T16:08:57.276Z
UAL260515P00085000,UAL260515P00085000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,8.0,8.0,@1.68,1.68,DAY,2026-04-21T15:38:06.043Z,2026-04-21T15:38:06.100Z
COIN260515P00185000,COIN260515P00185000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@9.35,9.35,DAY,2026-04-21T15:37:44.985Z,2026-04-21T15:37:45.041Z
HPE260618C00024000,HPE260618C00024000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,3.0,3.0,@5.8,5.8,DAY,2026-04-21T15:01:36.810Z,2026-04-21T15:01:43.572Z
HPE260618C00024000,HPE260618C00024000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,3.0,3.0,,5.9,DAY,2026-04-21T15:00:45.597Z,2026-04-21T15:00:45.784Z
HPE260618C00024000,HPE260618C00024000,OPTION,SELL,STC,SELL_TO_CLOSE,CANCELLED,0.0,3.0,@6.2,,DAY,2026-04-21T14:55:18.158Z,
CAR260424P00350000,CAR260424P00350000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@5.4,5.4,DAY,2026-04-21T14:26:43.238Z,2026-04-21T14:26:56.699Z
CAR260424P00590000,CAR260424P00590000,OPTION,BUY,BTO,BUY_TO_OPEN,CANCELLED,0.0,1.0,@0.5,,DAY,2026-04-21T14:25:29.948Z,
CAR260424P00585000,CAR260424P00585000,OPTION,SELL,BTO,BUY_TO_OPEN,CANCELLED,0.0,1.0,@0.5,,DAY,2026-04-21T14:25:29.948Z,
FCEL260424C00009500,FCEL260424C00009500,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,5.0,5.0,@0.7,0.7,DAY,2026-04-21T14:25:00.994Z,2026-04-21T14:25:01.038Z
UAL260515P00085000,UAL260515P00085000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,10.0,10.0,@1.31,1.31,DAY,2026-04-21T13:53:26.435Z,2026-04-21T13:53:38.950Z
FCEL260424C00009500,FCEL260424C00009500,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,5.0,5.0,@0.5,0.47,DAY,2026-04-21T13:37:02.681Z,2026-04-21T13:37:02.816Z
QQQ260421C00651000,QQQ260421C00651000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,5.0,5.0,@0.46,0.51,DAY,2026-04-21T13:33:47.825Z,2026-04-21T13:33:47.875Z
IREN,IREN,EQUITY,BUY,BUY,,FILLED,100.0,100.0,@48.49,48.49,DAY,2026-04-20T21:14:27.560Z,2026-04-20T21:14:27.609Z
QQQ260421C00651000,QQQ260421C00651000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,5.0,5.0,@0.8,0.8,DAY,2026-04-20T19:13:08.379Z,2026-04-20T19:13:21.017Z
USAR260424C00024500,USAR260424C00024500,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,3.0,3.0,@0.42,0.44,DAY,2026-04-20T15:00:52.285Z,2026-04-20T15:01:07.551Z
HPE260618C00024000,HPE260618C00024000,OPTION,SELL,STC,SELL_TO_CLOSE,CANCELLED,0.0,3.0,,,DAY,2026-04-20T14:49:02.184Z,
USAR260424C00024500,USAR260424C00024500,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,2.0,2.0,@1.15,1.15,DAY,2026-04-20T13:43:35.999Z,2026-04-20T13:43:36.040Z
KC260515C00020000,KC260515C00020000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,15.0,15.0,@0.35,0.35,DAY,2026-04-20T13:32:51.637Z,2026-04-20T13:32:51.686Z
SLV260630C00068000,SLV260630C00068000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,2.0,2.0,@9.1,9.1,DAY,2026-04-20T13:32:43.670Z,2026-04-20T13:32:43.722Z
COIN260515P00185000,COIN260515P00185000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,2.0,2.0,@9.9,9.9,DAY,2026-04-20T13:32:27.595Z,2026-04-20T13:32:27.689Z
USAR260424C00024500,USAR260424C00024500,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,5.0,5.0,@0.54,0.54,DAY,2026-04-20T13:31:15.096Z,2026-04-20T13:31:15.136Z
SLV260630C00068000,SLV260630C00068000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,3.0,3.0,@9.15,9.3,DAY,2026-04-20T13:30:36.075Z,2026-04-20T13:30:36.221Z
BABA260515C00170000,BABA260515C00170000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,15.0,15.0,@0.86,0.86,DAY,2026-04-17T19:35:50.775Z,2026-04-17T19:35:58.098Z
UAL260618P00085000,UAL260618P00085000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,5.0,5.0,@2.8,2.8,DAY,2026-04-17T19:27:20.096Z,2026-04-17T19:27:33.224Z
MU260515P00340000,MU260515P00340000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,2.0,2.0,@3.3,3.3,DAY,2026-04-17T18:56:01.355Z,2026-04-17T18:56:01.391Z
HPE260515C00028000,HPE260515C00028000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,20.0,20.0,@0.68,0.68,DAY,2026-04-17T17:56:24.930Z,2026-04-17T17:56:36.979Z
UAL260515P00085000,UAL260515P00085000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,5.0,5.0,@1.35,1.28,DAY,2026-04-17T17:56:15.033Z,2026-04-17T17:56:15.172Z
UAL260515P00085000,UAL260515P00085000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,5.0,5.0,@1.22,1.14,DAY,2026-04-17T17:13:33.123Z,2026-04-17T17:13:33.288Z
BABA260515C00170000,BABA260515C00170000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,15.0,15.0,@1.05,1.02,DAY,2026-04-17T16:20:58.477Z,2026-04-17T16:20:58.524Z
KC260515C00020000,KC260515C00020000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,15.0,15.0,@0.8,0.79,DAY,2026-04-17T16:14:58.396Z,2026-04-17T16:15:21.291Z
KC260515C00020000,KC260515C00020000,OPTION,BUY,BTO,BUY_TO_OPEN,CANCELLED,0.0,20.0,@0.65,,DAY,2026-04-17T16:12:41.661Z,
QQQ260417P00646000,QQQ260417P00646000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,4.0,4.0,@0.72,0.71,DAY,2026-04-17T15:19:53.408Z,2026-04-17T15:19:53.450Z
SLV260515C00080000,SLV260515C00080000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,5.0,5.0,@2.71,2.71,DAY,2026-04-17T15:19:23.447Z,2026-04-17T15:19:23.568Z
NVDA260417C00202500,NVDA260417C00202500,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,5.0,5.0,@0.17,0.17,DAY,2026-04-17T15:19:05.891Z,2026-04-17T15:19:05.933Z
BCAR,BCAR,EQUITY,BUY,BUY,,FILLED,800.0,800.0,,10.26,DAY,2026-04-17T14:00:12.105Z,2026-04-17T14:00:21.400Z
TTE260515P00085000,TTE260515P00085000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,2.0,2.0,@1.9,1.9,DAY,2026-04-17T13:45:00.927Z,2026-04-17T13:45:00.978Z
NVDA260417C00202500,NVDA260417C00202500,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,5.0,5.0,@0.43,0.42,DAY,2026-04-17T13:44:42.999Z,2026-04-17T13:44:43.045Z
TTE260515P00085000,TTE260515P00085000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,2.0,2.0,@2.0,2.0,DAY,2026-04-17T13:34:05.334Z,2026-04-17T13:34:05.416Z
GOOG260417P00300000,GOOG260417P00300000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,8.0,8.0,@0.01,0.01,DAY,2026-04-17T13:32:22.612Z,2026-04-17T13:45:53.302Z
VET,VET,EQUITY,SELL,SELL,,FILLED,500.0,500.0,,11.53,DAY,2026-04-17T13:32:05.255Z,2026-04-17T13:32:05.389Z
CRWV260424P00117000,CRWV260424P00117000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@4.4,4.4,DAY,2026-04-17T13:31:22.358Z,2026-04-17T13:31:22.440Z
SLV260630C00068000,SLV260630C00068000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,2.0,2.0,@10.45,10.34,DAY,2026-04-17T13:31:00.988Z,2026-04-17T13:31:09.694Z
SLV260515C00080000,SLV260515C00080000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,5.0,5.0,@2.54,2.47,DAY,2026-04-17T13:30:45.465Z,2026-04-17T13:30:45.622Z
VET,VET,EQUITY,SELL,SELL,,CANCELLED,0.0,1000.0,,,DAY,2026-04-17T13:06:48.293Z,
HPE260417C00027500,HPE260417C00027500,OPTION,BUY,BTO,BUY_TO_OPEN,PARTIAL_FILLED,25.0,50.0,@0.01,0.01,DAY,2026-04-16T19:35:46.743Z,2026-04-16T19:35:46.801Z
SMH260515P00430000,SMH260515P00430000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@10.0,10.0,DAY,2026-04-16T19:35:09.083Z,2026-04-16T19:35:16.121Z
LPTH,LPTH,EQUITY,BUY,BUY,,FILLED,300.0,300.0,@14.39,14.39,DAY,2026-04-16T19:24:28.325Z,2026-04-16T19:24:28.366Z
HPE260515C00028000,HPE260515C00028000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,20.0,20.0,@0.54,0.53,DAY,2026-04-16T19:15:52.113Z,2026-04-16T19:15:52.250Z
HPE260618C00024000,HPE260618C00024000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,3.0,3.0,@3.15,3.12,DAY,2026-04-16T19:15:05.434Z,2026-04-16T19:15:26.384Z
SMH260515P00430000,SMH260515P00430000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@10.75,10.75,DAY,2026-04-16T17:19:42.262Z,2026-04-16T17:19:42.301Z
SLV260630C00068000,SLV260630C00068000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,2.0,2.0,@8.4,8.4,DAY,2026-04-16T16:52:15.938Z,2026-04-16T16:52:16.001Z
HPE260515C00028000,HPE260515C00028000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,20.0,20.0,@0.48,0.49,DAY,2026-04-16T16:44:12.772Z,2026-04-16T16:44:12.969Z
CRWV260424P00117000,CRWV260424P00117000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@5.35,5.22,DAY,2026-04-16T16:31:08.794Z,2026-04-16T16:31:08.932Z
HPE260618C00024000,HPE260618C00024000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,3.0,3.0,@3.0,3.01,DAY,2026-04-16T16:24:51.810Z,2026-04-16T16:24:51.982Z
MU260515P00340000,MU260515P00340000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,2.0,2.0,@3.95,3.95,DAY,2026-04-16T16:24:26.259Z,2026-04-16T16:24:36.112Z
MU260515P00340000,MU260515P00340000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,2.0,2.0,@3.8,3.8,DAY,2026-04-16T16:21:27.183Z,2026-04-16T16:21:32.565Z
INTC260424P00059000,INTC260424P00059000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@0.87,0.87,DAY,2026-04-16T16:18:09.728Z,2026-04-16T16:18:09.779Z
HPE260618C00024000,HPE260618C00024000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,3.0,3.0,@3.05,3.05,DAY,2026-04-16T16:13:24.893Z,2026-04-16T16:13:24.941Z
HPE260618C00024000,HPE260618C00024000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,3.0,3.0,@3.0,2.99,DAY,2026-04-16T16:12:34.536Z,2026-04-16T16:12:34.672Z
HPE260515C00028000,HPE260515C00028000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,20.0,20.0,@0.5,0.5,DAY,2026-04-16T16:12:23.774Z,2026-04-16T16:12:23.940Z
BCAR,BCAR,EQUITY,SELL,SELL,,FILLED,200.0,200.0,@10.26,10.26,DAY,2026-04-16T16:11:14.853Z,2026-04-16T16:11:20.561Z
SOXS260515C00045000,SOXS260515C00045000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,10.0,10.0,@0.26,0.27,DAY,2026-04-16T16:10:41.007Z,2026-04-16T16:11:01.493Z
NVDA260420C00200000,NVDA260420C00200000,OPTION,SELL,SELL,,CANCELLED,0.0,3.0,@80.0,,DAY,2026-04-16T15:17:24.198Z,
NVDA260420C00200000,NVDA260420C00200000,OPTION,SELL,SELL,,FILLED,3.0,3.0,,1.88,DAY,2026-04-16T15:17:24.198Z,1776354446614
NVDA260420C00200000,NVDA260420C00200000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@2.19,2.17,DAY,2026-04-16T15:05:47.568Z,2026-04-16T15:05:47.753Z
NVDA260420C00200000,NVDA260420C00200000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,2.0,2.0,@1.48,1.45,DAY,2026-04-16T14:04:32.919Z,2026-04-16T14:04:40.750Z
MU260417P00425000,MU260417P00425000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@1.0,1.02,DAY,2026-04-16T14:04:17.629Z,2026-04-16T14:04:17.869Z
MU260417P00425000,MU260417P00425000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@2.5,2.49,DAY,2026-04-16T13:32:59.830Z,2026-04-16T13:32:59.954Z
QQQ260416C00640000,QQQ260416C00640000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,3.0,3.0,@0.89,0.91,DAY,2026-04-16T13:32:35.164Z,2026-04-16T13:32:35.210Z
WLAC,WLAC,EQUITY,BUY,BUY,,FILLED,200.0,200.0,@13.5,13.48,DAY,2026-04-15T19:56:36.327Z,2026-04-15T19:56:48.809Z
GLW,GLW,EQUITY,BUY,BUY,,FILLED,30.0,30.0,@168.5,168.5,DAY,2026-04-15T19:56:08.032Z,2026-04-15T19:56:09.188Z
TSLA260415C00395000,TSLA260415C00395000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,5.0,5.0,@0.1,0.1,DAY,2026-04-15T19:02:09.808Z,2026-04-15T19:02:09.935Z
QQQ260416C00640000,QQQ260416C00640000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,3.0,3.0,@0.78,0.78,DAY,2026-04-15T19:01:50.065Z,2026-04-15T19:01:53.107Z
TSLA260415C00395000,TSLA260415C00395000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,5.0,5.0,@0.3,0.26,DAY,2026-04-15T18:52:08.103Z,2026-04-15T18:52:08.238Z
QQQ260415C00634000,QQQ260415C00634000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,4.0,4.0,@1.81,1.84,DAY,2026-04-15T18:51:35.115Z,2026-04-15T18:51:35.258Z
BCAR,BCAR,EQUITY,BUY,BUY,,FILLED,1000.0,1000.0,@10.25,10.25,DAY,2026-04-15T18:45:39.039Z,2026-04-15T18:45:39.115Z
WLAC,WLAC,EQUITY,SELL,SELL,,FILLED,800.0,800.0,@12.8,12.8,DAY,2026-04-15T18:44:45.471Z,2026-04-15T18:44:51.459Z
QQQ260415C00634000,QQQ260415C00634000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,4.0,4.0,@0.86,0.88,DAY,2026-04-15T18:25:05.796Z,2026-04-15T18:25:06.024Z
SOXS260515C00045000,SOXS260515C00045000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,10.0,10.0,@0.36,0.36,DAY,2026-04-15T16:58:49.275Z,2026-04-15T19:04:35.369Z
MU260515P00340000,MU260515P00340000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@5.45,5.42,DAY,2026-04-15T16:56:52.435Z,2026-04-15T16:56:52.570Z
JD260618C00029000,JD260618C00029000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,2.0,2.0,@3.5,3.59,DAY,2026-04-15T16:56:41.147Z,2026-04-15T16:56:41.283Z
JD260618C00029000,JD260618C00029000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,3.0,3.0,@3.55,3.57,DAY,2026-04-15T16:56:27.598Z,2026-04-15T16:56:27.733Z
MU260515P00340000,MU260515P00340000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@4.8,4.8,DAY,2026-04-15T16:25:27.583Z,2026-04-15T16:25:39.725Z
QQQ260415C00634000,QQQ260415C00634000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,7.0,7.0,@0.63,0.63,DAY,2026-04-15T15:15:28.151Z,2026-04-15T15:15:28.241Z
QQQ260415C00634000,QQQ260415C00634000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,15.0,15.0,@0.31,0.31,DAY,2026-04-15T14:17:39.718Z,2026-04-15T14:17:42.976Z
MU260515P00340000,MU260515P00340000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@4.6,4.6,DAY,2026-04-15T14:01:41.982Z,2026-04-15T14:01:42.093Z
SPY260415C00700000,SPY260415C00700000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,30.0,30.0,@0.13,0.14,DAY,2026-04-15T14:01:35.719Z,2026-04-15T14:01:35.859Z
SPY260415C00700000,SPY260415C00700000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,30.0,30.0,@0.17,0.17,DAY,2026-04-14T18:14:00.548Z,2026-04-14T18:14:00.701Z
GLW,GLW,EQUITY,SHORT,SHORT,,FILLED,30.0,30.0,@169.95,169.95,DAY,2026-04-14T16:57:08.641Z,2026-04-14T16:57:15.066Z
LPTH,LPTH,EQUITY,SHORT,SHORT,,FILLED,300.0,300.0,,14.0,DAY,2026-04-14T16:54:40.095Z,2026-04-14T16:55:09.523Z
GLD260422C00450000,GLD260422C00450000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@3.85,4.05,DAY,2026-04-14T16:31:01.259Z,2026-04-14T16:31:01.636Z
GLD260422C00450000,GLD260422C00450000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@4.1,4.08,DAY,2026-04-14T16:30:42.877Z,2026-04-14T16:30:43.131Z
INTC260424P00059000,INTC260424P00059000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@2.24,2.21,DAY,2026-04-14T16:07:17.692Z,2026-04-14T16:07:17.891Z
HOOD260618C00070000,HOOD260618C00070000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@14.0,14.05,DAY,2026-04-14T14:41:13.527Z,2026-04-14T14:41:13.659Z
MU260515P00340000,MU260515P00340000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@5.5,5.5,DAY,2026-04-14T14:16:55.438Z,2026-04-14T14:17:25.805Z
MU260515P00340000,MU260515P00340000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@6.15,6.15,DAY,2026-04-14T14:10:26.654Z,2026-04-14T14:10:26.777Z
HOOD260618C00070000,HOOD260618C00070000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@12.85,12.65,DAY,2026-04-14T13:34:36.902Z,2026-04-14T13:34:37.042Z
JD260618C00029000,JD260618C00029000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,5.0,5.0,@2.9,2.9,DAY,2026-04-14T13:34:10.916Z,2026-04-14T13:34:53.185Z
NVDA260417P00145000,NVDA260417P00145000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,30.0,30.0,@0.01,0.01,DAY,2026-04-14T13:31:08.156Z,2026-04-14T13:31:19.741Z
USO260618C00135000,USO260618C00135000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,2.0,2.0,@11.2,11.2,DAY,2026-04-14T13:30:46.164Z,2026-04-14T13:30:46.220Z
